"Id","Title","Score","AnswerCount","CommentCount","cluster"
19271,"Different ways to write interaction terms in lm?",4,1,4,3
19274,"How to compute contributions on a LOG-LOG regression?",0,0,1,3
19275,"Likelihood of errors based on a sample",1,1,3,2
19277,"Correlation matrix",1,2,0,1
19280,"Bivariate Gamma distribution PDF",1,2,0,7
19281,"Reporting main effects and interaction from ANOVA",1,3,3,6
19291,"What diagnostic plots exists for quantile regression?",12,2,0,2
19296,"Validation of data partitioning",1,0,1,3
19300,"One component in PCA is always the mean vector in two-dimensions but not three",5,2,6,4
19302,"Can the sample size of subgroups influence significance of correlations?",1,1,2,8
19304,"Problem with dates in SAS",0,0,4,3
19305,"Multi-sample nonparametric test for matched data",2,0,4,7
19307,"Two-way ANOVA main effect and interaction query",0,1,1,7
19311,"Building background for machine learning for CS student",5,2,6,6
19313,"Time-varying linear regression",2,1,1,2
19314,"What are advantages of multi-point statistics compared to variogram?",0,1,2,7
19316,"Odds that the jack of trump dealt 46% of time in pitch",0,1,1,8
19319,"LaTeX output for R's summary.lm object - while displaying the information outside the table",5,3,2,1
19321,"Can I trust a regression if variables are autocorrelated?",2,2,0,2
19322,"Why the infrequent use of machine learning techniques in translational biomedicine?",6,1,0,8
19326,"What kind of statistical method do I need for comparing element concentrations?",6,1,4,1
19328,"How to compute an exponentially weighted covariance matrix function in R?",0,1,0,3
19330,"What is the relationship between propensity scores and sufficient statistics?",0,0,2,2
19336,"Predict future value(s) in R",1,0,4,5
19340,"Bootstrap-based confidence interval",8,1,1,5
19342,"Independent variables formulas in multiple regression",1,1,1,8
19344,"Cubic and linear relationships in multiple regression model",0,1,3,8
19348,"Mann-Kendall trend test",0,1,0,7
19350,"How to calculate overall standard deviation from standard deviation of sub-periods?",1,3,3,8
19351,"Learning probability and statistics together",1,3,3,3
19355,"Forecast next time series in R predict value",0,3,1,2
19359,"Understanding similarity sensitive hashing algorithm in AdaBoost",5,1,4,7
19361,"How to interpret results from R anova in quantile regression?",1,0,1,5
19364,"An estimator for a histogram/summation based calculation",2,0,1,5
19367,"Creating two random sequences with $50\%$ correlation?",1,1,7,3
19373,"What does ""arrived at linear multiple regression models"" mean?",1,2,2,5
19375,"Detecting a peak in an averaged profile",2,1,3,2
19376,"Variable dimensionality samples resulting from variable length processes with fixed interval measurement",1,0,0,8
19377,"Do I use non-normalized or normalized fft output from R to compute phase angle?",0,1,0,6
19384,"Creating a plot with boxplots ranked by quantiles in R",4,1,0,6
19385,"Cross validating one-against-all SVMs",2,1,0,1
19390,"How to analyze an unbalanced within-subject ANOVA design?",2,0,2,6
19391,"What is the difference between 2x2 factorial design experiment and a 2-way ANOVA?",2,1,0,1
19398,"Convex loss optimization and supervised learning",3,2,0,4
19403,"Independent variables prep in multiple linear regression",1,1,5,2
19405,"Sampling plan for a large data set showing a given pattern",0,1,5,3
19406,"Differences and connections among different machine learning methods",0,1,2,1
19409,"Run-time analysis of common machine learning algorithms",9,1,0,5
19410,"How do you find the Big-O of the Rabin-Karp, Knuth-Morris-Pratt, and the Boyer-Moore string matching algorithms?",0,0,1,1
19412,"Given my networks of friends - can I detect my most ""Central"" friends?",5,4,0,3
19425,"Does an exact test always yield a higher P value then an approximated test?",7,2,0,3
19426,"Scaling data that are on different scales for a graph",4,3,0,3
19427,"Over enthusiastic MANOVA in R",3,2,2,1
19430,"About P-value for ARIMA in R",1,1,1,7
19431,"Estimating joint distributions using copula package in r",4,1,2,5
19437,"How to compute predicted values in regression using predict() and coef()?",0,0,2,1
19441,"Calculate Sample Size",0,0,1,1
19442,"Steady state probabilities for a continuous-time Markov chain",0,1,2,7
19444,"Regression to remove consecutive effects",3,1,1,7
19445,"How to model the relationship between geocoded and ungeocoded sales data?",6,2,0,1
19448,"Influences of scored/weighted ratings",0,0,2,1
19451,"Multiple Correspondence analysis in SPSS",0,0,1,8
19455,"Application of Hidden Markov Model to CRM",0,2,1,4
19456,"Optimal importance sampling with ratio estimator",2,1,0,3
19457,"Multilevel Meta-analysis with several treatments",2,0,0,5
19459,"Measuring 'synchrony' with time series correlations",2,4,5,5
19460,"Expected value of expression involving multinomial random variables and Heaviside step function of said variables",0,1,5,3
19465,"Convergence requirement of Parzen window estimates",1,1,0,2
19469,"How to best analyze non-mutually-exclusive categorical outcome with categorical predictor and categorical blocking factors?",1,0,5,2
19470,"Violation of normality assumption",3,1,5,3
19471,"How can I censor entries at failure or an exit age in STATA?",1,1,1,8
19473,"How can I transform a column into date format?",0,1,2,5
19474,"Interpreting the results of a poll about personal purchasing orders",0,0,0,7
19476,"What is a good modern task load measurement?",3,1,0,2
19478,"How to set up a model for analyzing three-way contingency table?",1,0,0,2
19479,"How to handle outliers in GARCH model?",2,1,0,2
19481,"Finding a minimum variance unbiased (linear) estimator",5,1,0,7
19487,"Confidence level for a multivariate linear regression",0,0,3,8
19490,"Using dmnorm in JAGS",0,0,9,8
19491,"Are those two models equals?",0,1,2,6
19501,"Why does R coerce a one dimensional data frame result to a vector? (and how can I stop it?)",2,1,1,7
19504,"multiple continuous independent variables, single dependent var: which analysis?",1,1,3,8
19506,"Does Weka have an online API?",3,2,3,3
19507,"AB Testing other factors besides conversion rate",1,2,0,3
19510,"Having trouble figuring out which tests I need to do for my hypothesis",0,0,1,7
19511,"Testing for heteroscedasticity",0,0,3,1
19512,"Is there a name for this statistic? What type of distances it is measuring between two data sets?",4,1,2,3
19516,"Multi-level beta regression package for R?",1,0,1,5
19518,"Statistical test for difference between two proportions?",1,0,3,3
19519,"Choice Problem of (p,d,q) order for ARIMA",3,2,1,7
19521,"Appropriate sample statistics to provide a reliable estimator for an Erlang-like parent population",2,1,1,5
19522,"How the Pearson's Chi Squared Test works",3,0,1,1
19523,"Need for centering and standardizing data in regression",2,1,0,8
19524,"What are the assumptions (and H0) for Wilcoxon signed-rank test?",2,1,0,6
19525,"Simpson's paradox or confounding?",3,1,2,6
19526,"Mann-Kendall trend test minimum lenght of the time-series",0,0,2,6
19532,"What transfer function should I use to model a gradual permanent step positive intervention with increasing rate of growth?",0,2,2,7
19534,"Best practices when treating range data as continuous",7,2,0,3
19537,"Simultaneous confidence interval for multiple proportions in R",2,1,2,1
19538,"Visualising successive proportions",6,1,4,3
19540,"Asynchronous data stream matching",2,1,2,6
19542,"How do I get the AIC value out from a forecast object in R?",1,1,0,3
19544,"Observation expectation score",0,0,0,5
19549,"Univariate time series forecasting based on auto.arima ",1,3,0,8
19550,"Defining a matrix norm",2,0,4,6
19553,"Kolmogorv Smirnov Test in R",0,1,0,2
19555,"Finding degree of polynomial in regression analysis",2,1,0,4
19567,"Quantifying effect of a categorical variable in time series analysis",3,2,2,7
19568,"How to apply an AR(MA) model to a prewhitened signal?",2,1,1,7
19571,"Multiple comparisons with ANOVA including one between and one within-subject effect",3,2,0,5
19572,"What might be a clear, practical definition for a ""family of hypotheses"" (with respect to familywise error rate)?",3,2,0,7
19576,"Variance of the reciprocal II",2,1,4,6
19577,"SAS proc mixed empirical standard errors",2,0,0,5
19582,"What is the null hypothesis in the Mann-Whitney test?",2,1,0,2
19583,"How to read quantiles from R2WinBUGS?",0,0,3,5
19586,"How is page rank combined with other factors?",0,0,0,3
19588,"How to test homoscedasticity when the errors are DEPENDENT?",1,0,0,5
19590,"Why does the Breusch-Pagan test fail?",1,1,3,4
19591,"Factor analysis on binary data and summated scales",3,1,0,7
19592,"Best statistical method for analysing a single clubs football (soccer) results",1,0,9,1
19593,"Sequential Monte Carlo (particle filter) with Metropolis-Hastings weighting",3,1,3,4
19594,"How do I decide whether to use the Wald or F-test in testing the significance of slope coefficient?",3,1,1,8
19599,"Multiple mediation analysis in R",2,0,1,2
19601,"Adjusting kappa inter-rater agreement for prevalence",2,2,0,2
19602,"Twitter data and regression time series",6,1,0,6
19604,"Advice on a good production level SPC (statistical process control) package?",2,2,3,6
19605,"Readdressing the semantics of multivariate and multivariable analysis",2,1,5,4
19606,"How can I transform independent components into the units of the input matrix?",0,0,0,3
19607,"What is the point of singular value decomposition?",3,3,3,4
19611,"Mice function in R freezing",2,1,0,7
19613,"Overmatching bias and confounding variables",8,2,0,1
19616,"Clinical trial design",0,0,2,5
19620,"Recurrent neural networks in R",4,2,0,4
19625,"How to write a multinomial logit model as a generalized linear model?",3,1,0,6
19626,"Calculate frequency of 1D time series using autoregressive model parameters",1,1,2,1
19627,"Usual regression vs. regression when variables are differenced",6,3,0,6
19629,"Updating ""support"" or ""range"" in transformation variable",2,0,4,5
19632,"Quick reference for statistics",-4,1,0,5
19635,"More details on bootstrap procedure to estimate confidence interval of sample SD",5,1,0,7
19636,"Using control variates & antithetic method with Monte Carlo",3,2,2,4
19638,"Change detection algorithm - likelihood ratio",0,1,0,8
19639,"Which is a better cost function for a random forest tree: Gini index or entropy?",3,1,0,1
19641,"Understanding survival at time function",4,3,1,4
19644,"Why is the variance of my random effect negative?",3,1,0,5
19647,"Are there any pre-generated numeric series with known statistical properties?",8,2,0,3
19650,"How should I use prop.test function?",1,1,0,3
19653,"Online resources to aid in understanding SAS results",1,2,1,7
19654,"Problems with extremum of two uniform random variables",3,2,0,6
19655,"What is the best way to treat popularity for ranking?",0,0,2,8
19659,"Establishing a dynamic threshold for partitioning data",1,0,3,6
19661,"Ideas for visualising and analysing grocery store data",2,3,1,2
19664,"Combining dummy and continuous items in a single scale",1,0,1,7
19667,"Taking random items out of a container with replacement",5,1,5,7
19670,"How to create a bivariate distribution from copula and marginals?",1,0,2,5
19675,"What normality assumptions are required for an unpaired t-test? And when are they met?",3,2,2,7
19680,"Are survivor functions meaningful with proportional hazards models?",4,1,3,4
19681,"When to use the Wilcoxon rank-sum test instead of the unpaired t-test?",12,2,3,8
19686,"How do I calculate an a priori sample size for non-parametric data I want to compare using the Wilcoxon rank sums test?",0,0,0,5
19687,"Factoring two matrices into shared and unique variance",0,0,1,6
19688,"Regression model with non-constant variance",0,0,6,8
19690,"Estimating adjusted rate ratios for categorical independent variable measured only as population percents",1,0,0,2
19692,"Illustrative datasets and analysis for multilevel modelling",6,2,0,1
19693,"Assessing quality of similarity measure",1,1,3,2
19696,"Estimate absolute residuals in Stata",0,0,9,3
19698,"If I repeat every sample observation in a linear regression model and rerun the regression how would the result be affected?",9,2,0,5
19700,"Tolerance interval for linear regression",2,0,1,6
19701,"How to test whether percent values differ according to a time condition?",1,2,0,4
19703,"How best to analyze length of stay data in a hospital-based RCT?",5,3,1,2
